Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
#2748,,,,,,,,,,,,,,,,1,Package Protection - $2.88,2.88,,PP-3,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002748,,,,0.00,,,,,,,,,,,,,,,,,,,
#2750,noah.garcia650@test-mail.com,paid,2024-09-16 23:31:53 -0500,fulfilled,2024-09-17 23:31:53 -0500,yes,USD,31.88,5.36,0.00,37.24,,0.00,Economy,2024-09-16 23:31:53 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Noah Garcia,5474 Willow Ct,5474 Willow Ct,,,Columbus,27146,OH,US,+19031348404,Noah Garcia,5474 Willow Ct,5474 Willow Ct,,,Columbus,27146,OH,US,+19031348404,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002750,,Low,web,0.00,,,,,,,,,,,+19031348404,,,Ohio,Ohio,,,,
#2750,,,,,,,,,,,,,,,,1,Package Protection - $2.88,2.88,,PP-3,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002750,,,,0.00,,,,,,,,,,,,,,,,,,,
#2754,aiden.walker827@test-mail.com,paid,2024-09-20 12:39:43 -0500,fulfilled,2024-09-21 12:39:43 -0500,yes,USD,29.98,4.96,0.00,32.04,PROMO2023,2.90,Standard,2024-09-20 12:39:43 -0500,1,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Aiden Walker,7072 Sunset Blvd,7072 Sunset Blvd,,,San Diego,65519,CA,US,+13765670844,Aiden Walker,7072 Sunset Blvd,7072 Sunset Blvd,,,San Diego,65519,CA,US,+13765670844,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002754,,Low,web,0.00,,,,,,,,,,,+13765670844,,,California,California,,,,
#2754,,,,,,,,,,,,,,,,1,Package Protection - $0.98,0.98,,PP-1,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002754,,,,0.00,,,,,,,,,,,,,,,,,,,
#2758,emma.thompson216@example.net,paid,2024-10-01 08:43:48 -0500,fulfilled,2024-10-02 08:43:48 -0500,yes,USD,14.50,0.00,0.80,14.10,PROMO2023,1.20,Standard,2024-10-01 08:43:48 -0500,1,Product B - Variant 1,12.00,,PRODB-V1,true,true,fulfilled,Emma Thompson,9183 Highland Ave,9183 Highland Ave,,,Newark,63264,NJ,US,+15218981849,Emma Thompson,9183 Highland Ave,9183 Highland Ave,,,Newark,63264,NJ,US,+15218981849,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002758,,Low,web,0.00,,,,,,,,,,,+15218981849,,,New Jersey,New Jersey,,,,
#2758,,,,,,,,,,,,,,,,1,Package Protection - $2.50,2.50,,PP-2,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002758,,,,0.00,,,,,,,,,,,,,,,,,,,
#2759,olivia.jackson744@sample.org,paid,2024-10-02 19:43:41 -0500,fulfilled,2024-10-03 19:43:41 -0500,yes,USD,27.00,4.96,1.62,33.58,,0.00,Standard,2024-10-02 19:43:41 -0500,1,Product D,27.00,,PRODD-10ML,true,true,fulfilled,Olivia Jackson,8032 River Rd,8032 River Rd,,,Seattle,29476,WA,US,+18212873752,Olivia Jackson,8032 River Rd,8032 River Rd,,,Seattle,29476,WA,US,+18212873752,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002759,,Low,web,0.00,,,,,,,,,,,+18212873752,,,Washington,Washington,,,,
#2761,olivia.jackson744@sample.org,paid,2024-10-05 20:37:35 -0500,fulfilled,2024-10-06 20:37:35 -0500,yes,USD,70.50,5.36,3.82,72.88,PROMO10,6.80,Economy,2024-10-05 20:37:35 -0500,1,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Olivia Jackson,8032 River Rd,8032 River Rd,,,Seattle,29476,WA,US,+18212873752,Olivia Jackson,8032 River Rd,8032 River Rd,,,Seattle,29476,WA,US,+18212873752,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002761,,Low,web,0.00,,,,,,,,,,,+18212873752,,,Washington,Washington,,,,
#2761,,,,,,,,,,,,,,,,1,Product D,27.00,,PRODD-10ML,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002761,,,,0.00,,,,,,,,,,,,,,,,,,,
#2761,,,,,,,,,,,,,,,,1,Product B - Variant 2,12.00,,PRODB-V2,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002761,,,,0.00,,,,,,,,,,,,,,,,,,,
#2761,,,,,,,,,,,,,,,,1,Package Protection - $2.50,2.50,,PP-2,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002761,,,,0.00,,,,,,,,,,,,,,,,,,,
#2765,aiden.moore164@example.com,paid,2024-10-09 03:57:40 -0500,fulfilled,2024-10-10 03:57:40 -0500,yes,USD,47.00,0.00,0.00,47.00,,0.00,Economy,2024-10-09 03:57:40 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Aiden Moore,7721 Pine Rd,7721 Pine Rd,,,Miami,36158,FL,US,+19802180048,Aiden Moore,7721 Pine Rd,7721 Pine Rd,,,Miami,36158,FL,US,+19802180048,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002765,,Low,web,0.00,,,,,,,,,,,+19802180048,,,Florida,Florida,,,,
#2765,,,,,,,,,,,,,,,,1,Product E,18.00,,PRODE-01,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002765,,,,0.00,,,,,,,,,,,,,,,,,,,
#2769,logan.anderson393@example.net,paid,2024-10-19 11:06:43 -0500,fulfilled,2024-10-20 11:06:43 -0500,yes,USD,65.00,4.96,0.00,63.46,PROMO10,6.50,Economy,2024-10-19 11:06:43 -0500,1,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Logan Anderson,6688 Sunset Blvd,6688 Sunset Blvd,,,Chicago,81121,IL,US,+14001129658,Logan Anderson,6688 Sunset Blvd,6688 Sunset Blvd,,,Chicago,81121,IL,US,+14001129658,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002769,,Low,web,0.00,,,,,,,,,,,+14001129658,,,Illinois,Illinois,,,,
#2769,,,,,,,,,,,,,,,,1,Product B - Variant 3,12.00,,PRODB-V3,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002769,,,,0.00,,,,,,,,,,,,,,,,,,,
#2769,,,,,,,,,,,,,,,,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002769,,,,0.00,,,,,,,,,,,,,,,,,,,
#2771,lucas.jones610@example.com,paid,2024-10-20 13:44:16 -0500,fulfilled,2024-10-21 13:44:16 -0500,yes,USD,58.00,0.00,3.48,61.48,,0.00,Priority Mail,2024-10-20 13:44:16 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Lucas Jones,1974 Highland Ave,1974 Highland Ave,,,Newark,84668,NJ,US,+17352454164,Lucas Jones,1974 Highland Ave,1974 Highland Ave,,,Newark,84668,NJ,US,+17352454164,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002771,,Low,web,0.00,,,,,,,,,,,+17352454164,,,New Jersey,New Jersey,,,,
#2771,,,,,,,,,,,,,,,,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002771,,,,0.00,,,,,,,,,,,,,,,,,,,
#2774,leah.perez361@test-mail.com,paid,2024-10-23 20:38:01 -0500,fulfilled,2024-10-24 20:38:01 -0500,yes,USD,58.00,0.00,0.00,58.00,,0.00,Economy,2024-10-23 20:38:01 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Leah Perez,1986 Birch Way,1986 Birch Way,,,Brooklyn,35242,NY,US,+13355268102,Leah Perez,1986 Birch Way,1986 Birch Way,,,Brooklyn,35242,NY,US,+13355268102,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002774,,Low,web,0.00,,,,,,,,,,,+13355268102,,,New York,New York,,,,
#2774,,,,,,,,,,,,,,,,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002774,,,,0.00,,,,,,,,,,,,,,,,,,,
#2778,olivia.wright474@test-mail.com,paid,2024-10-24 00:03:30 -0500,fulfilled,2024-10-25 00:03:30 -0500,yes,USD,29.00,4.96,0.00,33.96,,0.00,Priority Mail,2024-10-24 00:03:30 -0500,1,Product A - Variant 3,29.00,,PRODA-V3,true,true,fulfilled,Olivia Wright,8177 2nd St,8177 2nd St,,,Los Angeles,67939,CA,US,+15264134512,Olivia Wright,8177 2nd St,8177 2nd St,,,Los Angeles,67939,CA,US,+15264134512,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002778,,Low,web,0.00,,,,,,,,,,,+15264134512,,,California,California,,,,
#2780,owen.thompson313@example.net,paid,2024-10-27 01:19:50 -0500,fulfilled,2024-10-28 01:19:50 -0500,yes,USD,32.25,0.00,0.00,32.25,,0.00,Economy,2024-10-27 01:19:50 -0500,1,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Owen Thompson,6538 Sunset Blvd,6538 Sunset Blvd,,,Brooklyn,46517,NY,US,+15712367625,Owen Thompson,6538 Sunset Blvd,6538 Sunset Blvd,,,Brooklyn,46517,NY,US,+15712367625,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002780,,Low,web,0.00,,,,,,,,,,,+15712367625,,,New York,New York,,,,
#2780,,,,,,,,,,,,,,,,1,Package Protection - $3.25,3.25,,PP-4,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002780,,,,0.00,,,,,,,,,,,,,,,,,,,
#2783,benjamin.moore160@example.net,paid,2024-11-02 04:31:02 -0500,fulfilled,2024-11-03 04:31:02 -0500,yes,USD,48.00,5.36,2.88,56.24,,0.00,Priority Mail,2024-11-02 04:31:02 -0500,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,Benjamin Moore,1529 Lakeview Dr,1529 Lakeview Dr,,,Boston,22676,MA,US,+17836771982,Benjamin Moore,1529 Lakeview Dr,1529 Lakeview Dr,,,Boston,22676,MA,US,+17836771982,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002783,,Low,web,0.00,,,,,,,,,,,+17836771982,,,Massachusetts,Massachusetts,,,,
#2783,,,,,,,,,,,,,,,,1,Product B - Variant 1,12.00,,PRODB-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002783,,,,0.00,,,,,,,,,,,,,,,,,,,
#2783,,,,,,,,,,,,,,,,1,Product B - Variant 2,12.00,,PRODB-V2,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002783,,,,0.00,,,,,,,,,,,,,,,,,,,
#2786,owen.martinez446@example.net,paid,2024-11-08 22:17:01 -0500,fulfilled,2024-11-09 22:17:01 -0500,no,USD,24.00,6.10,0.00,27.70,PROMO10,2.40,Priority Mail,2024-11-08 22:17:01 -0500,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,Owen Martinez,4435 Park Ave,4435 Park Ave,,,Chicago,80539,IL,US,+15327059683,Owen Martinez,4435 Park Ave,4435 Park Ave,,,Chicago,80539,IL,US,+15327059683,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002786,,Low,web,0.00,,,,,,,,,,,+15327059683,,,Illinois,Illinois,,,,
#2789,abigail.sanchez834@example.com,paid,2024-11-09 16:19:29 -0500,fulfilled,2024-11-10 16:19:29 -0500,yes,USD,29.00,5.36,1.57,33.03,PROMO10,2.90,Priority Mail,2024-11-09 16:19:29 -0500,1,Product A - Variant 3,29.00,,PRODA-V3,true,true,fulfilled,Abigail Sanchez,5306 Oak St,5306 Oak St,,,Orlando,62976,FL,US,+19838002637,Abigail Sanchez,5306 Oak St,5306 Oak St,,,Orlando,62976,FL,US,+19838002637,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002789,,Low,web,0.00,,,,,,,,,,,+19838002637,,,Florida,Florida,,,,
#2792,aiden.hernandez820@example.net,paid,2024-11-10 21:53:08 -0500,fulfilled,2024-11-11 21:53:08 -0500,yes,USD,58.00,0.00,4.31,56.51,PROMO10,5.80,Priority Mail,2024-11-10 21:53:08 -0500,1,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Aiden Hernandez,5452 Willow Ct,5452 Willow Ct,,,Atlanta,63964,GA,US,+19740540962,Aiden Hernandez,5452 Willow Ct,5452 Willow Ct,,,Atlanta,63964,GA,US,+19740540962,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002792,,Low,web,0.00,,,,,,,,,,,+19740540962,,,Georgia,Georgia,,,,
#2792,,,,,,,,,,,,,,,,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002792,,,,0.00,,,,,,,,,,,,,,,,,,,
#2794,hazel.lopez197@example.net,paid,2024-11-16 13:55:58 -0500,fulfilled,2024-11-17 13:55:58 -0500,yes,USD,29.00,4.96,0.00,33.96,,0.00,Economy,2024-11-16 13:55:58 -0500,1,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Hazel Lopez,9669 Willow Ct,9669 Willow Ct,,,Chicago,78765,IL,US,+14563196714,Hazel Lopez,9669 Willow Ct,9669 Willow Ct,,,Chicago,78765,IL,US,+14563196714,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002794,,Low,web,0.00,,,,,,,,,,,+14563196714,,,Illinois,Illinois,,,,
#2796,scarlett.anderson666@example.com,paid,2024-11-21 03:26:22 -0500,fulfilled,2024-11-22 03:26:22 -0500,yes,USD,29.00,0.00,1.57,27.67,PROMO10,2.90,Priority Mail,2024-11-21 03:26:22 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Scarlett Anderson,518 Pine Rd,518 Pine Rd,,,Philadelphia,36130,PA,US,+15604460472,Scarlett Anderson,518 Pine Rd,518 Pine Rd,,,Philadelphia,36130,PA,US,+15604460472,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002796,,Low,web,0.00,,,,,,,,,,,+15604460472,,,Pennsylvania,Pennsylvania,,,,
#2797,mia.hill622@example.com,paid,2024-11-21 23:44:34 -0500,fulfilled,2024-11-22 23:44:34 -0500,yes,USD,58.50,0.00,4.83,63.33,,0.00,Standard,2024-11-21 23:44:34 -0500,1,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Mia Hill,5106 Oak St,5106 Oak St,,,Philadelphia,85849,PA,US,+16405255267,Mia Hill,5106 Oak St,5106 Oak St,,,Philadelphia,85849,PA,US,+16405255267,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002797,,Low,web,0.00,,,,,,,,,,,+16405255267,,,Pennsylvania,Pennsylvania,,,,
#2797,,,,,,,,,,,,,,,,1,Product D,27.00,,PRODD-10ML,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002797,,,,0.00,,,,,,,,,,,,,,,,,,,
#2797,,,,,,,,,,,,,,,,1,Package Protection - $2.50,2.50,,PP-2,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002797,,,,0.00,,,,,,,,,,,,,,,,,,,
#2801,aiden.moore451@example.com,paid,2024-11-23 08:37:24 -0500,fulfilled,2024-11-24 08:37:24 -0500,yes,USD,82.00,0.00,4.92,86.92,,0.00,Priority Mail,2024-11-23 08:37:24 -0500,1,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Aiden Moore,5512 Sunset Blvd,5512 Sunset Blvd,,,Chicago,80798,IL,US,+12346078411,Aiden Moore,5512 Sunset Blvd,5512 Sunset Blvd,,,Chicago,80798,IL,US,+12346078411,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002801,,Low,web,0.00,,,,,,,,,,,+12346078411,,,Illinois,Illinois,,,,
#2801,,,,,,,,,,,,,,,,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002801,,,,0.00,,,,,,,,,,,,,,,,,,,
#2801,,,,,,,,,,,,,,,,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002801,,,,0.00,,,,,,,,,,,,,,,,,,,
#2803,aiden.martinez672@example.com,paid,2024-11-25 12:54:51 -0500,fulfilled,2024-11-26 12:54:51 -0500,no,USD,29.00,5.36,2.39,36.75,,0.00,Ground Advantage,2024-11-25 12:54:51 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Aiden Martinez,1756 Willow Ct,1756 Willow Ct,,,Atlanta,65724,GA,US,+12939915527,Aiden Martinez,1756 Willow Ct,1756 Willow Ct,,,Atlanta,65724,GA,US,+12939915527,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002803,,Low,web,0.00,,,,,,,,,,,+12939915527,,,Georgia,Georgia,,,,
#2806,leah.young159@example.net,paid,2024-11-28 17:10:04 -0500,fulfilled,2024-11-29 17:10:04 -0500,no,USD,29.00,4.96,1.74,35.70,,0.00,Economy,2024-11-28 17:10:04 -0500,1,Product A - Variant 3,29.00,,PRODA-V3,true,true,fulfilled,Leah Young,9499 Birch Way,9499 Birch Way,,,Brooklyn,81066,NY,US,+16556778059,Leah Young,9499 Birch Way,9499 Birch Way,,,Brooklyn,81066,NY,US,+16556778059,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002806,,Low,web,0.00,,,,,,,,,,,+16556778059,,,New York,New York,,,,
#2807,logan.moore289@example.net,paid,2024-12-07 23:03:58 -0500,fulfilled,2024-12-08 23:03:58 -0500,yes,USD,24.00,5.36,1.78,28.74,WELCOME10,2.40,Ground Advantage,2024-12-07 23:03:58 -0500,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,Logan Moore,4335 Washington St,4335 Washington St,,,Chicago,74032,IL,US,+17373524849,Logan Moore,4335 Washington St,4335 Washington St,,,Chicago,74032,IL,US,+17373524849,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002807,,Low,web,0.00,,,,,,,,,,,+17373524849,,,Illinois,Illinois,,,,
#2809,sebastian.moore68@example.net,paid,2024-12-14 12:41:05 -0500,fulfilled,2024-12-15 12:41:05 -0500,yes,USD,29.00,0.00,2.15,28.25,WELCOME10,2.90,Priority Mail,2024-12-14 12:41:05 -0500,1,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Sebastian Moore,5165 Pine Rd,5165 Pine Rd,,,Atlanta,95909,GA,US,+14144181937,Sebastian Moore,5165 Pine Rd,5165 Pine Rd,,,Atlanta,95909,GA,US,+14144181937,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002809,,Low,web,0.00,,,,,,,,,,,+14144181937,,,Georgia,Georgia,,,,
